clean text,polarity,subjectivity,location,,sentiment,,notes
WMUR New Hamsphire Interview /18 11:55 Topics include frontrunner vs underdog competing NH age factor in…,0,0,Canada,,,,
Wonder opiods treated massive public health epidemic crack criminal issue years.…,0,0,"Georgia, USA",,,,
Would love try ... backwards KY thc in…,0.1,0.4,Terra Firma.,,,,
Would n't pick nearly every player Even n't addicted I bet tak…,0,0,California,,,,
Wow got kidding I mean little toradol surgery swelling sure ultimate…,0.5,0.5,,,,,
Wow imagine administration n't actually think opiod CRISIS happening to…,0,0,"San Francisco, CA",,,,
Wow miss Opiods problem first change FDa short term start medical rehab understan…,0,0,"Vancouver, BC",,,,
WOW Sesame Street introducing new muppet whose mum opiod addiction million kids US under…,-0.322222222,0.477777778,"La Grange, Tx",,,,
WOW Sesame Street introducing new muppet whose mum opiod addiction million kids US…,-0.5,0.866666667,Ottawa,,,,
Wow So disappointed Dr. Drew I assumed ’ …,0.033333333,0.383333333,"Duck, NC",,,,
Wow So disappointed Dr. Drew I assumed ’ up…,0.033333333,0.383333333,https://gab.ai/Kydwyn,,,,
Wow So Samantha Powers another globalist She sure looks Trump supporters Blames opiod epide…,0.5,0.5,Massachusetts,,,,
Wow That video n't compare Celebrties running lip selling America Ho…,0,0,United States,,,,
Wow They getting hit first opiod crisis lawsuits 8 billion psych meds🤦‍️…,0,0,Calgary,,,,
Wow Upside people use cannabis issue 's much…,0,0,"Toronto, Ontario",,,,
WOW Yang killed opiod question Decriminalize amp open safe injection sites across country The opiod…,0,0,,,,,
Woy fout muppet Opiod addiction 🤦‍️🤦‍️🤦‍️ I ’ dead take wheel,0,0,A place that feels like home.,,,,
Ya honeslty Opiods addictive hundreds thousands years The…,-0.3,1,RI,,,,
Y…,0.35,0.45,"Fresno, CA",,,,
Yall certainly seem care opiods crack,0,0,,,,,
Y'all drinking beer opiod addict 's basement Wakefield talking bout `` craft brew '' Come,0,0.625,,,,,
Y'all I honestly never thought would introduce character opiod addicted parents I 've seen ev…,0.078787879,0.618181818,"Indianapolis, IN",,,,
Yang bringing I like Not candidate Opiod crisis answer pretty legit,0,0,San FranDisco,,,,
Yang cheering weed proscribed treatment prescription opiods overton window shifted,0,0,www.DJmixes.co/rebirph,,,,
Yang chiming `` Preach Beto '' Beto endorses pot opiod alternative 🤣,-0.5,0.866666667,Toronto,,,,
Yang fire regarding solve opiod crisis,0,0,God's country,,,,
Yang got THIS CLOSE making opiods UBI lol,0.2,0.55,"Langley, Canada",,,,
Yang nailed Opiod Epidemic Reaponse,0,0,,,,,
yang needs get opiods,-0.3,0.2,The World Where You Live,,,,
Yang offered fortune cookies every opiod bottle ... opiod exchange/buyback,0,0.1,Portlandia,,,,
Yang Opiod problem `` Capitalism run amuck '',0.5,1,,,,,
Yang 's balls push decriminalizing opiods I love much My cousin od multiple times ou…,0.5,0.5,"Orange County, CA",,,,
Yang 's policies opiods death sentence folks chronic pain Have read…,0.7,0.8,Bronx to Philly to Allentown ,,,,
Yang said opiod money problem 's ppl problem Wrong 's definitely money problem Investment in…,0,0,"Washington, USA",,,,
Yang wants decriminalize opiods Ever notice libs ’ control something ’ time decr…,-0.5,0.866666667,"Toronto, Ontario",,,,
Yang wants Ok decriminalizating drug users Cause opiods drug abused,0.285714286,0.535714286,"Tennessee, USA",,,,
Yangs answer opiods best answrr stage yet,0,0,"Spanish Fort, AL",,,,
Yea ’ super easy get opiods You blame drug dealers system broken Opioids sh…,0,0,"FoyleGully SL, El Sob I cry",,,,
Yeah answer opiods spot Legalize,0,0,,,,,
Yeah coping kind pain without opiods uhhh difficult,0,0,"Indianapolis, IN",,,,
Yeah I ’ understand people ’ see…,0.233333333,0.683333333,United States,,,,
Yeah 'm good 's seeing happening something 've used solve…,-0.2,0.533333333,,,,,
Yeah tax hike cause taxes already paying flood victims state keeps…,-0.3,0.2,ky,,,,
Yeah You see opiod crisis west coast America It 's because…,0,0,,,,,
years Opiod Crisis burned America watch Why an…,0,0,NYC,,,,
years Opiod Crisis burned America watch Why Ob…,0,0,A place that feels like home.,,,,
Yep During seven-year timeframe Abraham ’ pharmacy Winnsboro doubled numb…,-0.1,0.666666667,Scarsdale,,,,
Yep I tweeted debate n't keep energy w/ opiods used hav…,0.25,0.333333333,New York City,,,,
Yep use weird creatures discuss opiod addiction,0,0.066666667,Currently nearest airport:SYD,,,,
Yes conservatism inherently stupid ’ get Trump without idiots vo…,0.25,0.333333333,United States,,,,
Yes decriminalizing opiods Are people really stupid,0,0.0625,,,,,
Yes difference illegal opiods and…,-0.125,0.4,"Austin, TX",,,,
Yes dont respond opiods Perfalgen works like magic,-0.5,1,NYC,,,,
Yes going lead lower usage opiod hard drugs Yes May It simply lead need fo…,-0.25,0.1,,,,,
Yes going lead lower usage opiod hard drugs Yes May It simply lead need…,0.166666667,0.466666667,,,,,
Yes I using personal eerience average user not…,0.05,0.366666667,Portland Maine,,,,
YES Make America Think Harder That 's certainly calling o…,0.05,0.366666667,NYC Area,,,,
YES Make America Think Harder That 's certainly calling out…,-0.316666667,0.3,,,,,
Yes many addictive issues US/globally However one wants take ownership c…,0,0,,,,,
Yes please Tired pain Do n't want opiods,0.2,0.15,"Tokyo, Japan",,,,
Yes really needed hear Klobuchar 's senile old dad retirement home AA me…,0,0,United States,,,,
Yes Republican also whore Opiod Mfrs amp fought pros…,0.4,0.8,"Leeds, England",,,,
Yes school still session The Fed Reserve Immigration reform Infr…,0,0,"Hawaii, USA",,,,
You admire Chinese first control media perception time poison e…,0.025,0.444444444,,,,,
You answer single question I confused I You…,0,0.5,"Las Vegas, NV",,,,
You care opiods d'wights dying But alas,0.5,0.8,,,,,
You cycle opiods without going Subone right,0,0,"Philadelphia, PA",,,,
You determined medical professionals someone abuse opiods given larger supply.…,0,0.625,"San Diego, CA",,,,
You determined medical professionals someone abuse opiods given larger…,0,0,"California, USA",,,,
You great Maddow Always Thank You missed opiods/drug company CEOs,0.16,0.54,"PC's, SMART TV'S, ANDROIDS",,,,
You hur…,-0.5,1,Tokyo,,,,
You illegally possess opiods,-0.25,1,,,,,
YOU judiciary committee want prospect Opiod Execs DO IT NOW You p…,0,0,San Francisco Bay Area,,,,
You know else banned Mowing people AR15s amp dying opiod abuse amp diabet…,0.2,0.2,"Edmonton, Alberta",,,,
You know hid research negative effects opiods still got public,-0.1,0.666666667,,,,,
You know nothing addiction Making opiods amount legal plan stupid You a…,0,0,Unceeded Algonquin Territory,,,,
You know Opiod abuse huge problem nation general,0,0,Vanier,,,,
You know opioid addiction bad Sesame St cover “ About million children US age …,0,0.3,,,,,
You know opioid addiction bad Sesame St cover “ About million children US age live wit…,0.0625,0.5,"New Jersey, USA",,,,
You know protests Hong Kong murders gang violence Chicago cities opi…,-0.15,0.3,"Oregon, USA",,,,
You know protests Hong Kong murders gang violence Chicago cities opiod crisis ac…,0,0,Canada,,,,
You know protests Hong Kong murders gang violence Chicago cities opiod crisis across…,0,0,Vanier,,,,
You know 's crime lab backlog someone sits jail cotton candy arrest,0.2,0.1,"Eldersburg, MD",,,,
You left ally KURDS unmercifully Bombed death deaths yo…,0,0,"Germiston, South Africa",,,,
You mean endless wars middle East keep control wars fought …,0,0,,,,,
You might want consider giving empathy What would happen g…,0,0,Australia,,,,
You must one opiod victims Gavie 's SF streets He sure helped screw San Fran,0,0,,,,,
You need deincentivize opiod sales More funds r amp non-addictive pain meds,0.5,0.5,,,,,
You need take opiods people genuinely need done nothing wrong And stop treatin…,0.1,0.2,"Philadelphia, PA",,,,
You pleased note I taking mg codeine still reducing Zero Came fro…,0,0,Don Valley North,,,,
You 're acting like groundhog pops hole says `` opiods and…,0,0,"Philadelphia, PA",,,,
You 're nice person good questioner You let Yang hook opiods question Th…,-0.3,0.3,"Massachusetts, USA",,,,
You 're right It 's simple way approach apparently talk st tak…,-0.3,1,"Philadelphia, PA",,,,
You 're utter complete hypocrites Do realize advocate for…,0,0,"Kincardine, ON",,,,
You really shud try CBD medical pot I addicted opiods years thing w…,0,0,"Buda, Texas",,,,
You saw story muppet parent addicted opiods n't,0.25,0.25,"Philadelphia, PA",,,,
You SHOULD know better promote ignorance equating chronic pain patients successfully finding…,0,0,"British Columbia, Canada",,,,
You SHOULD know better promote ignorance equating chronic pain patients successfully finding…,-0.3,1,"Philadelphia, PA",,,,
You something great/historical great nation Either transportation ideas infras…,0,0,"Portland, OR",,,,
You sound sooo militaristic ... ok How worry San Francisco …,0.1,0.4,"Boston, MA",,,,
You think ’ opiod crisis Now I know ’ ill-informed exist la la…,0,0,"Ottawa, Ontario, Canada",,,,
You vote Could please tell plan addicted opiods suffer fr…,0.05,0.366666667,Portland Maine,,,,
You work This blather `` Joe Amy gets along w/ Rs '' lame MS…,0,0,,,,,
YOU WOULD THINK KY As bad State needs help That ’ Bury Bill would…,0.3,0.944444444,,,,,
You xan actually wake itemize blocking Where FUCK crack…,0.1,0.733333333,,,,,
young children antibiotics respiratory illness codeine or…,0,0,"Ottawa, Ontario CANADA",,,,
Your country dead water environmental diminished/Opiod crisis across communities/g…,0,0,,,,,
Your logic/argument incorrect/untrue Saying opiods r effective wk wr…,0.8,0.75,"Canandaigua, NY",,,,
Your old company division AmerisourceBergen ’ Just American business n…,0,0,North East USA,,,,
Your opiods `` solution '' asinine Especially Ohio Citing alcohol tobacco ridiculous Bye Andy,0,0,Opinions my own/NoDMs/NoLists,,,,
yrs like said still feel lousy slave benzo pill ppl know n't be…,0,0,"New Jersey, USA",,,,
